did,tsne_x,tsne_y
tensor(8),71.496025,-3.0952969
tensor(64),-46.2975,10.086539
tensor(90),15.876615,12.883444
tensor(37),61.360878,11.51103
tensor(14),18.322718,-50.002617
tensor(71),44.300175,-25.574118
tensor(7),-15.951651,32.844585
tensor(5),-0.9385848,-19.249268
tensor(65),-47.08491,35.169254
tensor(75),-36.65259,21.148527
tensor(37),60.898052,13.676287
tensor(83),2.9019392,-21.348612
tensor(93),45.158443,-46.524868
tensor(11),-40.06858,28.73474
tensor(6),33.087147,5.7587757
tensor(17),-44.349854,-12.641842
tensor(9),67.53604,-3.7711794
tensor(3),-10.642277,-43.25933
tensor(7),-15.728596,41.65293
tensor(11),-22.526606,-13.544514
tensor(86),58.33973,14.135151
tensor(17),-46.1405,-10.137572
tensor(94),6.307971,-13.1941395
tensor(18),45.766094,-27.700508
tensor(87),12.827047,9.12743
tensor(65),-28.853064,0.06288946
tensor(66),18.372116,33.781315
tensor(90),19.377123,17.655624
tensor(90),4.5805397,5.2376695
tensor(95),-12.995769,-64.175156
tensor(71),43.78509,-9.839216
tensor(95),-15.04005,-61.92165
tensor(5),25.816103,-8.591489
tensor(11),-24.645292,4.439442
tensor(94),-3.4060707,-10.496069
tensor(90),21.748745,26.859587
tensor(12),-42.55885,-7.2817764
tensor(83),-7.2810907,-19.723875
tensor(71),43.251064,-9.997804
tensor(73),-15.3785095,40.48535
tensor(62),30.131485,47.68166
tensor(16),16.776382,46.81104
tensor(86),62.60189,9.357633
tensor(14),32.1344,-52.29613
tensor(90),6.959486,6.104798
tensor(90),5.0824842,5.691639
tensor(5),25.917534,-10.502026
tensor(23),-36.648052,31.250734
tensor(23),-36.7744,27.325806
tensor(4),-23.241407,33.162743
tensor(96),-64.57518,-4.312404
tensor(86),55.131035,25.300566
tensor(4),-20.82452,24.364271
tensor(11),-21.618652,0.4783291
tensor(19),25.770653,50.477703
tensor(22),-12.6871195,44.899403
tensor(37),61.149555,14.568172
tensor(4),-24.355816,33.876934
tensor(10),22.316135,-46.658455
tensor(3),4.34917,-36.813488
tensor(87),5.1203,5.1751037
tensor(97),-4.2842884,18.923313
tensor(17),-53.34908,-2.315986
tensor(5),-4.363775,-18.2442
tensor(19),27.347773,48.95881
tensor(19),16.969452,54.33235
tensor(23),-21.758913,-14.305237
tensor(73),-14.798877,23.40604
tensor(67),41.11142,-29.983501
tensor(15),-35.10173,-26.75968
tensor(96),-62.011536,-11.155188
tensor(73),-15.2453985,19.752325
tensor(94),9.158135,-14.135356
tensor(22),-13.114968,43.607407
tensor(71),47.720257,-19.897303
tensor(95),-14.543635,-62.635376
tensor(83),19.528137,-9.970184
tensor(22),-7.4597707,52.461426
tensor(64),-26.873892,-6.826287
tensor(23),-34.483067,37.945633
tensor(3),-4.5110993,-40.921932
tensor(93),44.071037,-46.45494
tensor(73),-14.896391,28.146286
tensor(97),-1.1242592,22.199955
tensor(17),-46.610855,-9.700421
tensor(75),-32.55533,18.28892
tensor(23),-35.305004,35.185043
tensor(9),69.613144,0.19977945
tensor(19),19.752832,7.599791
tensor(62),15.751374,5.827802
tensor(67),60.377754,-26.689522
tensor(73),-14.678937,43.553547
tensor(91),6.0948396,-60.89113
tensor(7),-17.004557,48.599564
tensor(93),43.76535,-46.512653
tensor(15),-14.286668,-46.309124
tensor(75),-13.760808,-17.960783
tensor(66),17.275118,29.700441
tensor(67),45.28493,-27.044409
tensor(2),-37.545185,-29.662916
tensor(3),8.061006,-34.843475
tensor(7),-16.365988,47.65536
tensor(73),-9.222827,48.621
tensor(2),-55.4194,-21.2119
tensor(75),-38.583775,20.440115
tensor(87),1.6713573,4.1049786
tensor(9),67.93955,-4.2755456
tensor(14),24.63265,-48.506275
tensor(12),-47.552536,2.809307
tensor(6),39.814617,12.526681
tensor(1),4.686647,41.399746
tensor(7),-15.621577,27.293856
tensor(75),-14.285284,-7.316295
tensor(19),18.589718,54.06201
tensor(17),-48.50868,-7.8643236
tensor(86),55.916477,15.708825
tensor(23),-31.688202,43.142105
tensor(22),-13.276659,43.21809
tensor(6),31.30059,4.6808605
tensor(37),64.57551,5.411462
tensor(66),16.744413,28.694141
tensor(93),48.767326,-46.978527
tensor(95),-17.674995,-57.919796
tensor(72),0.13591589,44.2911
tensor(16),17.035625,46.109516
tensor(93),48.967518,-47.10962
tensor(90),15.7047205,11.999519
tensor(9),68.21351,-5.987671
tensor(19),28.605028,45.8501
tensor(7),-15.863377,45.014828
tensor(15),-4.296291,-41.759617
tensor(90),1.2307779,4.777605
tensor(64),-48.63209,12.224061
tensor(22),-14.258332,20.470009
tensor(91),3.987987,-62.594547
tensor(3),-1.6944798,-39.418743
tensor(4),-23.028267,33.00309
tensor(75),-10.1593685,-5.5387487
tensor(96),-63.832832,-6.5635386
tensor(62),28.929522,51.07349
tensor(16),-3.8979073,-18.89564
tensor(91),8.923952,-58.172157
tensor(12),-42.71586,-12.285631
tensor(5),25.95839,-10.329414
tensor(73),-11.519032,47.981846
tensor(94),12.272769,-14.6098385
tensor(73),-8.855267,48.41478
tensor(97),3.675916,47.917187
tensor(94),37.778576,-8.214902
tensor(71),45.529297,-11.843689
tensor(94),8.171395,-13.856799
tensor(66),7.7886147,16.155493
tensor(12),-50.384335,4.0448856
tensor(96),-54.925774,-17.430477
tensor(14),28.872204,-49.949413
tensor(93),48.291885,-46.756252
tensor(4),-20.785423,25.358215
tensor(72),-0.10860398,37.568066
tensor(22),-12.727937,44.419144
tensor(16),12.603159,52.998466
tensor(1),0.35949478,22.985674
tensor(14),33.478287,-53.20117
tensor(90),21.809618,26.867113
tensor(18),-45.712936,-37.050056
tensor(14),25.072079,-48.900967
tensor(17),-44.60016,-12.124555
tensor(14),23.231714,-49.21985
tensor(7),-15.597561,29.899979
tensor(16),33.235085,6.912582
tensor(72),0.18228132,40.155987
tensor(18),52.15496,18.957
tensor(17),-45.8301,-10.612497
tensor(75),-33.87745,19.621532
tensor(12),-57.376297,4.499726
tensor(96),-61.052856,-13.224412
tensor(16),2.017083,-12.794091
tensor(67),59.767067,-26.684412
tensor(3),-5.1673913,-41.008396
tensor(71),39.510906,-27.867147
tensor(87),25.053593,22.710247
tensor(14),33.01668,-53.64985
tensor(97),-4.2515464,19.03243
tensor(71),47.584072,-21.518955
tensor(11),-26.82873,7.847416
tensor(17),-45.86512,-10.5433235
tensor(90),21.997972,29.949152
tensor(73),-15.89676,37.4409
tensor(64),-39.100834,3.2301507
tensor(22),-13.945679,26.620186
tensor(66),10.5958605,18.889732
tensor(71),40.925625,-27.313818
tensor(5),-4.267088,-18.619171
tensor(4),-20.902586,29.453089
tensor(16),14.854848,50.246914
tensor(22),-12.142623,46.168186
tensor(86),57.330235,27.958971
tensor(87),21.898151,20.47853
tensor(62),30.42701,47.135468
tensor(65),-29.949194,3.8482552
tensor(10),20.519941,-50.335957
tensor(23),-20.752836,-10.182218
tensor(87),18.264757,14.545953
tensor(22),-45.933758,-36.06545
tensor(93),44.747757,-46.512703
tensor(72),-0.0012592452,38.583473
tensor(64),-49.050797,12.403057
tensor(11),-25.078344,4.718257
tensor(75),-37.85601,20.825533
tensor(72),-4.256889,13.643485
tensor(86),55.08049,23.735682
tensor(72),0.19095092,40.17634
tensor(9),70.354866,2.167271
tensor(9),68.882935,-1.362308
tensor(67),61.051258,-27.118052
tensor(6),32.712852,5.0836062
tensor(12),-42.55605,-7.8559694
tensor(97),3.6980958,47.755333
tensor(90),19.368425,17.656992
tensor(19),20.211042,53.836536
tensor(73),-14.859617,29.811739
tensor(95),-16.10217,-60.181675
tensor(37),62.18674,15.653224
tensor(93),47.764248,-46.81993
tensor(22),-34.23041,-14.580152
tensor(67),44.998234,-27.449142
tensor(16),31.419441,5.103557
tensor(97),2.1882663,29.055407
tensor(65),-28.63454,-0.9893286
tensor(94),38.335445,-7.2184267
tensor(0),-59.96085,-23.603579
tensor(22),-5.2157063,53.158203
tensor(90),21.920824,30.621683
tensor(3),0.5988799,-38.534687
tensor(96),-61.488007,-12.255073
tensor(16),13.813914,51.65244
tensor(11),-39.698574,30.656616
tensor(7),-19.006927,50.346924
tensor(83),3.644353,-21.49113
tensor(14),17.744059,-50.524193
tensor(3),-8.789429,-42.53451
tensor(19),10.79169,55.00325
tensor(1),5.0968394,41.463814
tensor(97),3.694783,47.722267
tensor(94),12.125807,-14.607106
tensor(1),3.284434,32.738213
tensor(71),44.15395,-10.574381
tensor(95),-9.8835335,-67.46747
tensor(91),7.2123613,-59.9048
tensor(65),-42.039543,28.306408
tensor(16),15.949859,48.51615
tensor(95),-8.708738,-69.43843
tensor(83),-12.37102,-22.210419
tensor(71),47.69441,-16.837166
tensor(65),-37.937065,-15.718484
tensor(22),-13.905243,31.904184
tensor(62),27.905506,55.258347
tensor(75),-9.998552,-5.2153277
tensor(97),3.7892075,44.219357
tensor(15),-6.8901596,-42.62764
tensor(9),68.95043,1.8125592
tensor(3),-7.4016,-42.054264
tensor(6),3.2577252,-10.2188015
tensor(91),16.076773,-51.550327
tensor(11),-20.16614,-7.5034356
tensor(72),-0.7995796,36.220554
tensor(3),-0.42643833,-39.06377
tensor(5),1.8001164,-19.936247
tensor(67),54.68122,-25.790825
tensor(16),3.8282251,-10.928754
tensor(73),-9.76356,48.5949
tensor(22),-9.019178,51.566254
tensor(71),43.7097,-26.12343
tensor(1),-36.864822,-28.736637
tensor(67),62.272568,-26.619633
tensor(75),-10.644758,-5.990065
tensor(65),-29.796865,3.4465454
tensor(72),0.14288975,16.744959
tensor(16),31.82216,5.6278424
tensor(73),-15.883325,18.245007
tensor(94),32.80243,-12.212328
tensor(64),-40.5628,4.263509
tensor(91),13.847719,-53.432125
tensor(71),39.18986,-28.20294
tensor(86),55.68065,24.297829
tensor(0),-37.289074,-31.094006
tensor(5),5.238721,-19.323742
tensor(93),21.654116,-46.315052
tensor(71),44.539837,-10.967236
tensor(5),26.04277,-13.529652
tensor(83),18.526829,-11.723904
tensor(9),67.52077,-3.752515
tensor(5),25.847803,-14.406752
tensor(93),48.14446,-46.524376
tensor(91),12.790784,-54.19973
tensor(12),-55.60406,4.453469
tensor(87),19.037296,16.9657
tensor(91),12.561854,-54.372234
tensor(73),-4.9828134,13.726568
tensor(97),3.5034547,50.323677
tensor(3),-0.06473901,-38.86647
tensor(62),28.160767,55.75556
tensor(66),11.836679,20.42463
tensor(71),0.47495055,5.9366755
tensor(83),21.96483,-8.241809
tensor(5),1.8785311,-19.95921
tensor(37),60.94905,13.92598
tensor(72),-3.641848,29.699245
tensor(97),3.0271688,34.643463
tensor(4),-20.8208,28.987936
tensor(96),-63.91916,-6.143338
tensor(94),34.356808,-11.286067
tensor(62),27.929026,56.735397
tensor(1),-37.36936,-30.143475
tensor(5),24.972343,-15.563247
tensor(17),-48.889328,-7.4685493
tensor(87),5.666921,5.4900646
tensor(64),-25.681484,-8.959009
tensor(64),-25.237701,-9.872385
tensor(86),55.497105,24.586311
tensor(91),4.22153,-62.48651
tensor(16),0.3651422,-16.784111
tensor(37),61.63811,24.954557
tensor(62),28.029696,55.423016
tensor(87),14.778305,10.852159
tensor(72),-1.334766,14.142997
tensor(11),-22.131113,-14.626446
tensor(64),-39.574978,3.5952034
tensor(11),-19.812723,-4.7020187
tensor(75),-30.179186,15.66185
tensor(3),-15.669737,-45.983578
tensor(67),51.261326,-25.188068
tensor(5),26.012444,-10.353788
tensor(94),35.579563,-10.441767
tensor(66),18.220963,32.861916
tensor(94),6.9931912,-13.4556265
tensor(62),18.151445,8.665587
tensor(96),-63.75126,-6.9117184
tensor(65),-25.538404,-14.360021
tensor(65),-25.96888,-7.430523
tensor(94),-4.1201453,-11.320438
tensor(86),54.54867,23.357796
tensor(62),5.876097,0.68437284
tensor(14),17.021015,-51.012062
tensor(6),-5.4441338,-16.909336
tensor(6),1.8201373,-11.857766
tensor(3),-0.7861074,-39.08174
tensor(62),28.0754,54.40095
tensor(94),11.5961,-14.573919
tensor(19),28.421295,46.39921
tensor(71),47.083977,-22.620485
tensor(66),18.698502,35.01077
tensor(67),44.69968,-27.747278
tensor(66),11.466268,20.02583
tensor(71),40.575832,-27.425688
tensor(9),68.79981,-5.6943984
tensor(65),-47.896618,35.69336
tensor(17),-52.82712,11.498023
tensor(91),6.9310093,-60.330677
tensor(23),-36.30573,31.987875
tensor(3),-12.897054,-44.5341
tensor(37),58.38023,28.585625
tensor(73),-11.062688,48.25556
tensor(91),8.333194,-58.544807
tensor(71),46.22725,-24.403158
tensor(17),-54.061546,8.2955
tensor(65),-42.066322,28.19262
tensor(22),-12.688687,38.026188
tensor(72),-0.112259105,37.578976
tensor(96),-58.781937,-15.733482
tensor(19),21.714188,53.45211
tensor(66),-1.7293999,12.478828
tensor(83),21.232334,-8.425539
tensor(15),2.8727567,-38.59765
tensor(93),54.067673,-47.4958
tensor(90),-3.3736167,17.196953
tensor(6),34.27731,8.02717
tensor(12),-42.60686,-8.550854
tensor(93),50.085773,-46.87858
tensor(64),-24.767424,-14.1570635
tensor(96),-55.93394,-17.17849
tensor(3),1.7100339,-37.97696
tensor(3),-5.787287,-41.22172
tensor(19),28.578661,45.848824
tensor(93),41.803642,-46.37317
tensor(11),-39.651966,31.01902
tensor(97),-35.490463,-27.216064
tensor(97),3.4375134,37.26525
tensor(94),37.459717,-8.618847
tensor(14),24.817495,-48.471943
tensor(94),-3.6825702,-10.767556
tensor(37),61.683434,24.28509
tensor(65),-47.81589,35.586956
tensor(5),26.020813,-13.671673
tensor(3),6.65292,-35.540386
tensor(23),-36.462402,30.475492
tensor(4),-25.216986,34.312256
tensor(93),51.2375,-47.04311
tensor(75),-42.846733,18.129658
tensor(65),-42.59691,30.013151
tensor(17),-49.62216,-6.634399
tensor(97),-0.6532047,22.5594
tensor(62),29.920862,48.59141
tensor(72),0.18737595,40.44936
tensor(14),25.639244,-48.7567
tensor(87),7.4472337,5.823125
tensor(14),33.47056,-53.161922
tensor(83),-4.8725176,-19.485512
tensor(8),51.275528,-25.45418
tensor(97),-36.48265,-29.31085
tensor(10),19.787115,-46.284534
tensor(18),53.66133,27.048082
tensor(5),2.5464675,-19.69076
tensor(37),61.91435,10.47258
tensor(94),36.12637,-10.015664
tensor(6),33.156754,5.6933174
tensor(2),-65.484665,-11.613235
tensor(90),1.5364444,4.7503333
tensor(64),-46.774105,10.8633
tensor(9),67.471016,-3.807257
tensor(90),0.14560641,5.201507
tensor(16),17.042616,46.083385
tensor(4),-56.885242,24.315031
tensor(97),3.8821409,45.522152
tensor(12),-42.60171,-3.8416307
tensor(3),-3.637138,-40.18857
tensor(0),-37.033676,-31.133224
tensor(12),-45.727135,1.6262436
tensor(19),28.640566,45.727016
tensor(19),14.213383,54.628784
tensor(22),4.692651,52.01817
tensor(96),-61.553226,-12.060791
tensor(73),-33.849365,-15.058827
tensor(15),5.982679,-36.480244
tensor(87),21.587418,19.749214
tensor(11),-24.314835,4.0955257
tensor(64),-28.105478,-5.13539
tensor(67),44.69335,-27.632463
tensor(83),19.296598,-10.315506
tensor(6),38.92387,11.880003
tensor(19),16.327093,54.374577
tensor(11),-40.183636,36.723457
tensor(3),7.931792,-34.880695
tensor(5),25.891891,-9.697503
tensor(23),-36.99841,25.847103
tensor(17),-48.778507,-7.578773
tensor(10),-4.9071636,19.063171
tensor(37),60.687183,26.04376
tensor(64),-38.57631,2.7993433
tensor(1),3.135445,30.977116
tensor(73),-14.514295,44.34861
tensor(91),8.508302,-59.34216
tensor(66),18.53271,34.367424
tensor(97),-36.33912,-28.390633
tensor(23),-22.023247,1.2313952
tensor(65),-42.408787,29.805267
tensor(71),47.640076,-17.752386
tensor(71),46.519848,-23.835506
tensor(97),1.1131623,25.85021
tensor(19),10.154148,55.075825
tensor(71),47.496677,-17.277874
tensor(93),49.63617,-46.96754
tensor(75),-10.437093,-5.8182597
tensor(11),-40.21825,38.172848
tensor(87),29.726187,24.04606
tensor(19),17.302624,54.270897
tensor(23),-36.576656,24.961205
tensor(95),-12.326818,-64.886055
tensor(97),-5.3490744,18.614187
tensor(4),-21.318424,19.47347
tensor(7),-16.114944,33.809402
tensor(23),-35.19819,35.332172
tensor(90),16.186544,13.186452
tensor(16),1.702298,-12.920906
tensor(22),-14.33655,29.314795
tensor(72),-1.7436033,14.02527
tensor(71),38.580414,-28.521284
tensor(37),59.092377,28.878336
tensor(4),-20.808863,25.03985
tensor(16),16.657366,46.953793
tensor(91),4.227326,-62.06739
tensor(71),43.024796,-9.76347
tensor(95),-16.92057,-59.340324
tensor(67),55.57281,-25.965525
tensor(37),71.499054,-3.0920784
tensor(23),-22.404963,1.7701526
tensor(72),-2.4757733,32.82412
tensor(90),3.6012144,5.077047
tensor(97),-4.286122,18.812784
tensor(67),48.72142,-25.137114
tensor(71),46.701283,-14.322659
tensor(97),3.5996764,50.826195
tensor(95),-17.976013,-57.687725
tensor(73),-15.050326,30.682604
tensor(75),-41.929188,18.199776
tensor(16),14.417514,50.936043
tensor(75),-31.628023,17.274256
tensor(62),3.8467064,1.5822608
tensor(87),29.018732,23.8054
tensor(83),-12.228488,-21.764658
tensor(96),-52.696125,-17.694965
tensor(62),5.858563,0.7775426
tensor(11),-39.970757,37.835026
tensor(83),20.682755,-8.558693
tensor(65),-42.35134,29.342382
tensor(83),-6.337048,-20.253904
tensor(90),21.503191,23.212593
tensor(16),33.842953,9.827793
tensor(9),68.66732,-5.793545
tensor(17),-53.96754,-0.92348254
tensor(67),57.94034,-26.393759
tensor(86),54.16489,23.432758
tensor(16),4.684015,-10.203189
tensor(97),3.029274,35.141636
tensor(64),-48.028664,11.885809
tensor(87),26.93558,23.21626
tensor(96),-39.914616,-29.31606
tensor(93),53.253334,-48.427322
tensor(62),13.603758,4.753354
tensor(87),22.417366,21.390636
tensor(6),3.5511236,-10.940106
tensor(15),7.2188916,-35.663643
tensor(9),45.489456,-28.054491
tensor(22),-13.821115,31.556591
tensor(5),-6.46775,-18.475836
tensor(14),31.696198,-52.13588
tensor(72),0.29374665,46.869244
tensor(72),-1.1613569,35.579407
tensor(14),30.596937,-51.270714
tensor(67),58.8074,-26.552515
tensor(64),-27.665003,-5.4194245
tensor(86),55.713352,15.770635
tensor(67),41.41355,-29.98825
tensor(14),20.465384,-49.921673
tensor(91),2.2759314,-63.377544
tensor(17),-53.87669,9.251124
tensor(86),-45.822094,-37.764755
tensor(4),-58.18451,23.149206
tensor(91),2.3124132,-63.353188
tensor(19),22.556404,53.076
tensor(5),24.58964,-15.911544
tensor(95),-11.281946,-65.96123
tensor(96),-61.816868,-11.632377
tensor(71),43.863216,-9.977527
tensor(11),-24.735344,4.530398
tensor(14),32.421024,-52.578075
tensor(14),25.083338,-48.88189
tensor(64),-38.848965,3.000443
tensor(72),-3.618189,28.982695
tensor(10),20.041317,-46.304287
tensor(17),-51.67226,-4.5890226
tensor(5),24.0292,-16.32777
tensor(23),-19.895136,-2.8681102
tensor(62),5.9782677,0.8648877
tensor(87),3.9373772,5.2350445
tensor(87),17.11022,12.075346
tensor(12),-42.86156,-12.581982
tensor(73),-13.394731,47.02543
tensor(67),57.006557,-26.231224
tensor(16),15.937978,48.58985
tensor(97),3.5244303,50.541794
tensor(71),47.60212,-17.332556
tensor(23),-37.199257,26.806108
tensor(37),58.632996,28.734406
tensor(65),-29.136766,1.7634808
tensor(75),-41.25447,18.89144
tensor(17),-45.80925,-10.647682
tensor(83),19.033974,-10.684428
tensor(94),36.988594,-9.133656
tensor(12),-56.03801,4.4854903
tensor(7),-16.226065,17.685963
tensor(67),50.50566,-25.146765
tensor(71),46.645805,-14.203585
tensor(16),15.138963,49.82235
tensor(93),53.31324,-46.994106
tensor(6),35.921238,9.958983
tensor(86),56.172497,16.207905
tensor(71),43.393406,-10.273705
tensor(90),21.803978,29.303844
tensor(37),61.973846,23.583622
tensor(17),-47.41319,-8.929048
tensor(15),3.9826913,-37.99864
tensor(71),45.676052,-24.85133
tensor(22),-15.038531,16.567877
tensor(12),-45.79284,1.6659533
tensor(6),38.28187,11.450224
tensor(72),-4.0579295,13.489726
tensor(96),-41.005203,-15.935056
tensor(6),37.178986,10.772951
tensor(71),45.303078,-11.941674
tensor(93),48.26165,-46.617126
tensor(18),52.189857,18.906878
tensor(11),-24.822033,4.6529574
tensor(64),-44.33109,-36.86928
tensor(4),-55.835617,25.124216
tensor(83),16.076784,-17.490152
tensor(96),-60.267494,-14.245619
tensor(65),-42.738552,30.313707
tensor(96),-62.155792,-10.906473
tensor(14),32.469254,-52.67405
tensor(14),18.398258,-49.996887
tensor(67),40.018063,-29.75744
tensor(83),18.311813,-12.387487
tensor(71),46.871384,-23.223627
tensor(95),-10.644317,-66.643555
tensor(19),20.218178,7.669781
tensor(97),3.2000935,36.185257
tensor(6),-3.3053427,-14.674904
tensor(83),-1.2616034,-20.24281
tensor(72),0.05828184,42.69932
tensor(17),-43.109783,-12.482083
tensor(5),20.168854,-18.075737
tensor(75),-30.836712,16.372084
tensor(9),67.477875,-6.3648367
tensor(5),3.0632744,-19.40575
tensor(95),-8.103675,-69.32676
tensor(83),18.02107,-13.249937
tensor(12),-45.057617,0.908341
tensor(10),-7.852086,-70.001686
tensor(65),-42.14664,29.08576
tensor(37),58.17807,28.4342
tensor(5),18.225494,-18.571955
tensor(6),35.220528,9.374581
tensor(86),-5.354257,18.871595
tensor(87),11.649919,8.723247
tensor(16),15.180264,49.786705
tensor(3),-15.888906,-46.12706
tensor(5),0.94827616,-19.996292
tensor(9),70.142395,2.0068688
tensor(83),-1.2101417,-20.20708
tensor(71),43.84043,-10.521485
tensor(19),25.105478,51.241566
tensor(96),-52.510483,-17.56513
tensor(90),21.74629,29.519285
tensor(7),-15.902999,42.64798
tensor(15),-36.83859,-29.319237
tensor(86),55.168682,23.968597
tensor(96),-52.64182,-17.906034
tensor(65),-43.083176,30.839901
tensor(19),17.350174,54.271347
tensor(19),14.510812,3.6148531
tensor(86),54.30972,23.737589
tensor(65),-24.99063,-10.604028
tensor(23),-31.672516,43.157707
tensor(0),-59.692932,-23.60428
tensor(90),21.815115,28.406433
tensor(23),-34.976067,36.30038
tensor(12),-42.30824,-13.402356
tensor(73),-9.76333,48.45005
tensor(65),-42.392895,29.341753
tensor(23),-26.214098,7.6221266
tensor(62),19.260351,8.699505
tensor(14),32.070503,-52.34152
tensor(65),-42.495014,29.730452
tensor(71),47.54406,-17.040678
tensor(97),3.56563,48.803875
tensor(62),-2.3718622,11.461879
tensor(64),-37.485172,1.9195913
tensor(4),-21.082993,20.4447
tensor(64),-44.796963,7.5262117
tensor(71),40.72415,-27.341148
tensor(16),33.44063,7.5245852
tensor(75),-40.50714,19.338104
tensor(87),29.500862,24.129839
tensor(12),-51.957127,4.2105436
tensor(2),-63.278187,-14.092792
tensor(64),-45.565807,8.615325
tensor(94),-5.2593074,-12.083671
tensor(17),-54.32863,0.4657141
tensor(12),-42.567226,-6.3858247
tensor(9),69.02849,-0.45565924
tensor(14),1.1706742,6.4249325
tensor(12),-42.617252,-8.857814
tensor(90),16.16384,12.920384
tensor(66),18.67906,34.84952
tensor(23),-32.554028,41.953007
tensor(75),-42.197655,18.559595
tensor(90),9.214899,6.956069
tensor(93),47.461372,-46.59853
tensor(67),56.793854,-26.194527
tensor(19),20.472895,53.79478
tensor(86),56.096542,16.174665
tensor(75),-38.83072,20.304716
tensor(4),-57.921307,23.373575
tensor(93),50.260902,-46.87974
tensor(14),28.351974,-49.683125
tensor(65),-24.589628,-13.986459
tensor(19),16.740685,5.7209973
tensor(71),47.18804,-15.525318
tensor(23),-21.707268,0.76886964
tensor(5),-7.989133,-19.039963
tensor(75),-41.844204,18.19682
tensor(1),5.0818014,41.493378
tensor(97),3.8277812,46.77053
tensor(83),-7.2081776,-20.24892
tensor(4),-55.066925,25.604984
tensor(66),-2.679867,11.740936
tensor(90),-35.96581,-27.857695
tensor(67),51.38529,-25.18629
tensor(5),-12.679107,-18.699562
tensor(19),1.4206496,0.55920905
tensor(93),41.970406,-46.36563
tensor(14),18.114046,-50.35917
tensor(22),-11.871365,46.76206
tensor(95),-14.795682,-62.573257
tensor(23),-33.752068,40.16125
tensor(90),20.209953,19.494556
tensor(87),10.544732,7.204844
tensor(11),-20.046944,-7.2127
tensor(14),30.931835,-51.082558
tensor(15),-37.056473,-30.442654
tensor(87),26.738598,23.15804
tensor(86),55.702503,15.739014
tensor(66),6.7003107,15.55518
tensor(1),3.7929509,37.380516
tensor(9),68.12399,1.70671
tensor(6),39.00419,11.938133
tensor(4),-21.432878,19.086973
tensor(11),-19.750605,-5.127852
tensor(19),4.105326,0.4082126
tensor(11),-22.615875,2.2552505
tensor(2),-64.68003,-12.563423
tensor(16),4.6601424,-10.131786
tensor(91),10.585971,-56.470146
tensor(37),62.999344,8.692678
tensor(7),-15.82174,38.948063
tensor(0),-57.306263,-23.491941
tensor(14),32.936718,-53.096275
tensor(96),-63.50717,-7.6955175
tensor(66),16.875753,28.946363
tensor(96),-53.03474,-17.572638
tensor(14),30.969753,-51.624836
tensor(16),-0.7666396,-17.497845
tensor(91),8.651863,-58.314022
tensor(87),29.710644,24.119493
tensor(66),18.501772,34.278378
tensor(71),39.00081,-28.255913
tensor(1),3.9640052,38.248394
tensor(83),1.5866017,-20.835075
tensor(97),2.6185005,31.972452
tensor(71),47.44656,-16.510857
tensor(66),-2.7167242,12.092129
tensor(86),55.603516,18.166378
tensor(15),-1.4594798,-40.734337
tensor(90),11.205372,7.7304826
tensor(71),39.08805,-28.158438
tensor(37),61.142754,12.17688
tensor(91),6.5435495,-60.556522
tensor(8),-36.16226,-28.868858
tensor(5),21.482561,-17.56158
tensor(93),52.409027,-47.33779
tensor(67),46.58622,-25.876616
tensor(97),3.670144,39.148136
tensor(65),-26.185717,-6.9774237
tensor(16),16.685247,46.892403
tensor(64),-47.127274,11.155428
tensor(93),52.057697,-47.184345
tensor(65),-27.351799,-5.2923145
tensor(97),0.14018124,23.661724
tensor(90),21.718515,29.818367
tensor(23),-35.381363,35.193485
tensor(19),24.981512,51.48609
tensor(93),47.1858,-46.571037
tensor(5),-4.3276367,-18.432465
tensor(22),-13.959591,32.63929
tensor(71),47.709335,-16.83496
tensor(66),-2.2434916,12.034164
tensor(62),27.974182,54.87416
tensor(12),-50.5393,4.1180286
tensor(83),18.654602,-11.418687
tensor(15),-14.487509,-46.409027
tensor(3),-4.490618,-40.811825
tensor(17),-47.54959,-8.804892
tensor(19),27.250282,48.517185
tensor(94),-3.4099095,-10.357266
tensor(3),3.9192688,-37.02245
tensor(16),4.6899333,-10.173298
tensor(6),40.19025,12.802685
tensor(91),-45.16731,-36.7176
tensor(86),-36.491695,-28.269798
tensor(87),24.8555,22.65151
tensor(90),11.601169,7.790031
tensor(5),24.748121,-15.779078
tensor(90),8.315633,6.5366607
tensor(62),19.916729,9.094691
tensor(22),4.701272,52.065903
tensor(83),-11.947657,-21.4984
tensor(90),7.3189454,6.265592
tensor(0),-58.522064,-23.45107
tensor(15),-10.234864,-44.929695
tensor(5),-35.559895,-15.99433
tensor(22),-13.281333,43.26315
tensor(95),-15.167295,-61.638905
tensor(14),-45.888737,-37.265617
tensor(16),-7.4376726,-18.658802
tensor(90),21.795094,26.752888
tensor(12),-49.54381,3.801618
tensor(93),46.776222,-46.55069
tensor(93),52.66077,-47.05136
tensor(5),25.626219,-14.781392
tensor(91),8.334011,-59.28174
tensor(9),-8.1278105,-70.484856
tensor(7),-16.09945,28.605495
tensor(22),-13.092609,43.08718
tensor(2),-38.18768,-29.065899
tensor(37),61.760876,25.750237
tensor(65),-45.808666,33.980064
tensor(23),-22.353521,1.6960218
tensor(67),58.91383,-26.56787
tensor(97),3.6450884,48.021847
tensor(64),-40.361145,-16.020166
tensor(15),-2.4200344,-40.857944
tensor(75),-10.252694,-5.727289
tensor(67),61.51428,-26.581594
