开始 sweep 相场物理参数（并行=1）
Sweep: phy_weight × phy_alpha × phy_beta
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=0.5
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=0.5scale=0.5_time=20260123_095021
[Epoch 0755] beta=0.001 gamma=0.001 | Train total=-0.0224 | Val total=-0.0188 | Val ctr_nll=-23.2456 | Val ctr_mse=0.019014 | Val conf=0.485
[Epoch 0756] beta=0.001 gamma=0.001 | Train total=-0.0213 | Val total=-0.0227 | Val ctr_nll=-27.1474 | Val ctr_mse=0.016754 | Val conf=0.472
[Epoch 0757] beta=0.001 gamma=0.001 | Train total=-0.0235 | Val total=-0.0225 | Val ctr_nll=-26.9402 | Val ctr_mse=0.018352 | Val conf=0.472
[Epoch 0758] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0211 | Val ctr_nll=-25.4636 | Val ctr_mse=0.017750 | Val conf=0.476
[Epoch 0759] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0216 | Val ctr_nll=-26.0409 | Val ctr_mse=0.020330 | Val conf=0.485
[Epoch 0760] beta=0.001 gamma=0.001 | Train total=-0.0227 | Val total=-0.0212 | Val ctr_nll=-25.7949 | Val ctr_mse=0.017870 | Val conf=0.482
[Epoch 0761] beta=0.001 gamma=0.001 | Train total=-0.0233 | Val total=-0.0196 | Val ctr_nll=-24.2371 | Val ctr_mse=0.021496 | Val conf=0.503
[Epoch 0762] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0232 | Val ctr_nll=-27.6905 | Val ctr_mse=0.016525 | Val conf=0.499
[Epoch 0763] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0217 | Val ctr_nll=-26.1228 | Val ctr_mse=0.020103 | Val conf=0.470
[Epoch 0764] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0238 | Val ctr_nll=-28.1266 | Val ctr_mse=0.017547 | Val conf=0.498
[Epoch 0765] beta=0.001 gamma=0.001 | Train total=-0.0238 | Val total=-0.0247 | Val ctr_nll=-28.9324 | Val ctr_mse=0.018074 | Val conf=0.490
[Epoch 0766] beta=0.001 gamma=0.001 | Train total=-0.0244 | Val total=-0.0225 | Val ctr_nll=-26.8246 | Val ctr_mse=0.018282 | Val conf=0.506
[Epoch 0767] beta=0.001 gamma=0.001 | Train total=-0.0239 | Val total=-0.0233 | Val ctr_nll=-27.8075 | Val ctr_mse=0.018467 | Val conf=0.474
[Epoch 0768] beta=0.001 gamma=0.001 | Train total=-0.0248 | Val total=-0.0255 | Val ctr_nll=-30.0558 | Val ctr_mse=0.016330 | Val conf=0.496
[Epoch 0769] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0246 | Val ctr_nll=-29.0643 | Val ctr_mse=0.018397 | Val conf=0.499
[Epoch 0770] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0183 | Val ctr_nll=-22.6264 | Val ctr_mse=0.019171 | Val conf=0.466
[Epoch 0771] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0185 | Val ctr_nll=-22.9421 | Val ctr_mse=0.019319 | Val conf=0.482
[Epoch 0772] beta=0.001 gamma=0.001 | Train total=-0.0208 | Val total=-0.0179 | Val ctr_nll=-22.3022 | Val ctr_mse=0.019238 | Val conf=0.478
[Epoch 0773] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0221 | Val ctr_nll=-26.4092 | Val ctr_mse=0.019848 | Val conf=0.512
[Epoch 0774] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0241 | Val ctr_nll=-28.4190 | Val ctr_mse=0.016986 | Val conf=0.486
[Epoch 0775] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0240 | Val ctr_nll=-28.4997 | Val ctr_mse=0.018035 | Val conf=0.506
[Epoch 0776] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0244 | Val ctr_nll=-28.8678 | Val ctr_mse=0.016754 | Val conf=0.483
[Epoch 0777] beta=0.001 gamma=0.001 | Train total=-0.0241 | Val total=-0.0253 | Val ctr_nll=-29.8513 | Val ctr_mse=0.016530 | Val conf=0.469
[Epoch 0778] beta=0.001 gamma=0.001 | Train total=-0.0251 | Val total=-0.0208 | Val ctr_nll=-25.4652 | Val ctr_mse=0.018657 | Val conf=0.518
[Epoch 0779] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0181 | Val ctr_nll=-22.6052 | Val ctr_mse=0.019265 | Val conf=0.522
[Epoch 0780] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0175 | Val ctr_nll=-21.9068 | Val ctr_mse=0.018720 | Val conf=0.488
[Epoch 0781] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0183 | Val ctr_nll=-22.2725 | Val ctr_mse=0.020434 | Val conf=0.454
[Epoch 0782] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0174 | Val ctr_nll=-21.7948 | Val ctr_mse=0.019494 | Val conf=0.490
[Epoch 0783] beta=0.001 gamma=0.001 | Train total=-0.0209 | Val total=-0.0198 | Val ctr_nll=-24.0261 | Val ctr_mse=0.019511 | Val conf=0.475
[Epoch 0784] beta=0.001 gamma=0.001 | Train total=-0.0228 | Val total=-0.0228 | Val ctr_nll=-27.0006 | Val ctr_mse=0.018548 | Val conf=0.484
[Epoch 0785] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0229 | Val ctr_nll=-27.1429 | Val ctr_mse=0.017657 | Val conf=0.475
[Epoch 0786] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0249 | Val ctr_nll=-29.2953 | Val ctr_mse=0.016698 | Val conf=0.484
[Epoch 0787] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0248 | Val ctr_nll=-29.2002 | Val ctr_mse=0.018877 | Val conf=0.481
[Epoch 0788] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0215 | Val ctr_nll=-26.1224 | Val ctr_mse=0.017444 | Val conf=0.483
[Epoch 0789] beta=0.001 gamma=0.001 | Train total=-0.0246 | Val total=-0.0245 | Val ctr_nll=-29.0613 | Val ctr_mse=0.016997 | Val conf=0.506
[Epoch 0790] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0228 | Val ctr_nll=-27.3090 | Val ctr_mse=0.018535 | Val conf=0.481
[Epoch 0791] beta=0.001 gamma=0.001 | Train total=-0.0249 | Val total=-0.0213 | Val ctr_nll=-25.8778 | Val ctr_mse=0.018225 | Val conf=0.472
[Epoch 0792] beta=0.001 gamma=0.001 | Train total=-0.0213 | Val total=-0.0208 | Val ctr_nll=-25.0183 | Val ctr_mse=0.019057 | Val conf=0.466
[Epoch 0793] beta=0.001 gamma=0.001 | Train total=-0.0208 | Val total=-0.0176 | Val ctr_nll=-21.9763 | Val ctr_mse=0.019964 | Val conf=0.496
[Epoch 0794] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0198 | Val ctr_nll=-24.0674 | Val ctr_mse=0.020234 | Val conf=0.460
[Epoch 0795] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0218 | Val ctr_nll=-26.1133 | Val ctr_mse=0.017262 | Val conf=0.455
[Epoch 0796] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0210 | Val ctr_nll=-25.3954 | Val ctr_mse=0.020883 | Val conf=0.489
[Epoch 0797] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0261 | Val ctr_nll=-30.5705 | Val ctr_mse=0.016679 | Val conf=0.479
[Epoch 0798] beta=0.001 gamma=0.001 | Train total=-0.0242 | Val total=-0.0234 | Val ctr_nll=-27.7453 | Val ctr_mse=0.018543 | Val conf=0.462
[Epoch 0799] beta=0.001 gamma=0.001 | Train total=-0.0237 | Val total=-0.0244 | Val ctr_nll=-28.8516 | Val ctr_mse=0.017056 | Val conf=0.469
[Epoch 0800] beta=0.001 gamma=0.001 | Train total=-0.0251 | Val total=-0.0253 | Val ctr_nll=-29.8423 | Val ctr_mse=0.016450 | Val conf=0.504
[Epoch 0801] beta=0.001 gamma=0.001 | Train total=-0.0247 | Val total=-0.0214 | Val ctr_nll=-26.0303 | Val ctr_mse=0.017214 | Val conf=0.471
[Epoch 0802] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0265 | Val ctr_nll=-31.0065 | Val ctr_mse=0.016995 | Val conf=0.481
[Epoch 0803] beta=0.001 gamma=0.001 | Train total=-0.0249 | Val total=-0.0262 | Val ctr_nll=-30.7913 | Val ctr_mse=0.016550 | Val conf=0.483
[Epoch 0804] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0234 | Val ctr_nll=-28.0093 | Val ctr_mse=0.017176 | Val conf=0.465
[Epoch 0805] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0167 | Val ctr_nll=-21.2497 | Val ctr_mse=0.019588 | Val conf=0.452
[Epoch 0806] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0182 | Val ctr_nll=-22.7222 | Val ctr_mse=0.019804 | Val conf=0.468
[Epoch 0807] beta=0.001 gamma=0.001 | Train total=-0.0205 | Val total=-0.0196 | Val ctr_nll=-23.9273 | Val ctr_mse=0.019541 | Val conf=0.480
[Epoch 0808] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0218 | Val ctr_nll=-26.0762 | Val ctr_mse=0.018856 | Val conf=0.467
[Epoch 0809] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0233 | Val ctr_nll=-27.6213 | Val ctr_mse=0.017202 | Val conf=0.480
[Epoch 0810] beta=0.001 gamma=0.001 | Train total=-0.0242 | Val total=-0.0224 | Val ctr_nll=-26.7015 | Val ctr_mse=0.019007 | Val conf=0.471
[Epoch 0811] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0256 | Val ctr_nll=-30.1385 | Val ctr_mse=0.017337 | Val conf=0.495
[Epoch 0812] beta=0.001 gamma=0.001 | Train total=-0.0261 | Val total=-0.0255 | Val ctr_nll=-30.1472 | Val ctr_mse=0.016816 | Val conf=0.490
[Epoch 0813] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0222 | Val ctr_nll=-26.8353 | Val ctr_mse=0.017115 | Val conf=0.489
[Epoch 0814] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0229 | Val ctr_nll=-27.2683 | Val ctr_mse=0.018054 | Val conf=0.486
[Epoch 0815] beta=0.001 gamma=0.001 | Train total=-0.0248 | Val total=-0.0224 | Val ctr_nll=-27.0186 | Val ctr_mse=0.016889 | Val conf=0.486
[Epoch 0816] beta=0.001 gamma=0.001 | Train total=-0.0258 | Val total=-0.0248 | Val ctr_nll=-29.2430 | Val ctr_mse=0.016846 | Val conf=0.483
[Epoch 0817] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0224 | Val ctr_nll=-27.0616 | Val ctr_mse=0.017510 | Val conf=0.467
[Epoch 0818] beta=0.001 gamma=0.001 | Train total=-0.0179 | Val total=-0.0189 | Val ctr_nll=-23.4121 | Val ctr_mse=0.018816 | Val conf=0.469
[Epoch 0819] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0192 | Val ctr_nll=-23.6394 | Val ctr_mse=0.020230 | Val conf=0.443
[Epoch 0820] beta=0.001 gamma=0.001 | Train total=-0.0210 | Val total=-0.0222 | Val ctr_nll=-26.3152 | Val ctr_mse=0.019266 | Val conf=0.453
[Epoch 0821] beta=0.001 gamma=0.001 | Train total=-0.0239 | Val total=-0.0247 | Val ctr_nll=-28.9452 | Val ctr_mse=0.016027 | Val conf=0.478
[Epoch 0822] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0258 | Val ctr_nll=-30.0062 | Val ctr_mse=0.017338 | Val conf=0.496
[Epoch 0823] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0250 | Val ctr_nll=-29.4274 | Val ctr_mse=0.018859 | Val conf=0.484
[Epoch 0824] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0235 | Val ctr_nll=-28.0626 | Val ctr_mse=0.018561 | Val conf=0.500
[Epoch 0825] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0207 | Val ctr_nll=-25.2272 | Val ctr_mse=0.019963 | Val conf=0.465
[Epoch 0826] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0229 | Val ctr_nll=-27.3151 | Val ctr_mse=0.017170 | Val conf=0.471
[Epoch 0827] beta=0.001 gamma=0.001 | Train total=-0.0239 | Val total=-0.0241 | Val ctr_nll=-28.4409 | Val ctr_mse=0.017233 | Val conf=0.481
[Epoch 0828] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0256 | Val ctr_nll=-29.9607 | Val ctr_mse=0.017296 | Val conf=0.503
[Epoch 0829] beta=0.001 gamma=0.001 | Train total=-0.0262 | Val total=-0.0264 | Val ctr_nll=-30.8667 | Val ctr_mse=0.016249 | Val conf=0.493
[Epoch 0830] beta=0.001 gamma=0.001 | Train total=-0.0268 | Val total=-0.0201 | Val ctr_nll=-24.8368 | Val ctr_mse=0.016597 | Val conf=0.486
[Epoch 0831] beta=0.001 gamma=0.001 | Train total=-0.0190 | Val total=-0.0208 | Val ctr_nll=-25.0793 | Val ctr_mse=0.017781 | Val conf=0.480
[Epoch 0832] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0213 | Val ctr_nll=-25.5272 | Val ctr_mse=0.019107 | Val conf=0.466
[Epoch 0833] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0225 | Val ctr_nll=-26.7498 | Val ctr_mse=0.017813 | Val conf=0.468
[Epoch 0834] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0236 | Val ctr_nll=-28.0285 | Val ctr_mse=0.017424 | Val conf=0.517
[Epoch 0835] beta=0.001 gamma=0.001 | Train total=-0.0230 | Val total=-0.0236 | Val ctr_nll=-27.8495 | Val ctr_mse=0.016226 | Val conf=0.487
[Epoch 0836] beta=0.001 gamma=0.001 | Train total=-0.0248 | Val total=-0.0181 | Val ctr_nll=-22.6004 | Val ctr_mse=0.017928 | Val conf=0.517
[Epoch 0837] beta=0.001 gamma=0.001 | Train total=-0.0222 | Val total=-0.0232 | Val ctr_nll=-27.5536 | Val ctr_mse=0.015914 | Val conf=0.488
[Epoch 0838] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0220 | Val ctr_nll=-26.5913 | Val ctr_mse=0.017015 | Val conf=0.524
[Epoch 0839] beta=0.001 gamma=0.001 | Train total=-0.0257 | Val total=-0.0269 | Val ctr_nll=-31.1896 | Val ctr_mse=0.015598 | Val conf=0.504
[Epoch 0840] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0251 | Val ctr_nll=-29.6020 | Val ctr_mse=0.015885 | Val conf=0.496
[Epoch 0841] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0253 | Val ctr_nll=-29.9909 | Val ctr_mse=0.017121 | Val conf=0.512
[Epoch 0842] beta=0.001 gamma=0.001 | Train total=-0.0195 | Val total=-0.0230 | Val ctr_nll=-27.5595 | Val ctr_mse=0.016993 | Val conf=0.475
[Epoch 0843] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0170 | Val ctr_nll=-21.4522 | Val ctr_mse=0.019959 | Val conf=0.490
[Epoch 0844] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0218 | Val ctr_nll=-26.1201 | Val ctr_mse=0.017135 | Val conf=0.464
[Epoch 0845] beta=0.001 gamma=0.001 | Train total=-0.0246 | Val total=-0.0247 | Val ctr_nll=-29.0171 | Val ctr_mse=0.016397 | Val conf=0.499
[Epoch 0846] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0250 | Val ctr_nll=-29.3357 | Val ctr_mse=0.017450 | Val conf=0.474
[Epoch 0847] beta=0.001 gamma=0.001 | Train total=-0.0242 | Val total=-0.0240 | Val ctr_nll=-28.4288 | Val ctr_mse=0.016633 | Val conf=0.483
[Epoch 0848] beta=0.001 gamma=0.001 | Train total=-0.0258 | Val total=-0.0248 | Val ctr_nll=-29.2623 | Val ctr_mse=0.016202 | Val conf=0.510
[Epoch 0849] beta=0.001 gamma=0.001 | Train total=-0.0257 | Val total=-0.0211 | Val ctr_nll=-25.5017 | Val ctr_mse=0.018477 | Val conf=0.496
[Epoch 0850] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0237 | Val ctr_nll=-28.2621 | Val ctr_mse=0.015733 | Val conf=0.482
[Epoch 0851] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0268 | Val ctr_nll=-31.2893 | Val ctr_mse=0.015518 | Val conf=0.495
[Epoch 0852] beta=0.001 gamma=0.001 | Train total=-0.0271 | Val total=-0.0276 | Val ctr_nll=-32.1542 | Val ctr_mse=0.015550 | Val conf=0.488
[Epoch 0853] beta=0.001 gamma=0.001 | Train total=-0.0255 | Val total=-0.0251 | Val ctr_nll=-29.6020 | Val ctr_mse=0.016518 | Val conf=0.504
[Epoch 0854] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0237 | Val ctr_nll=-28.1113 | Val ctr_mse=0.016545 | Val conf=0.451
[Epoch 0855] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0235 | Val ctr_nll=-27.9971 | Val ctr_mse=0.017111 | Val conf=0.483
[Epoch 0856] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0223 | Val ctr_nll=-26.7760 | Val ctr_mse=0.016934 | Val conf=0.480
[Epoch 0857] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0219 | Val ctr_nll=-26.3382 | Val ctr_mse=0.017776 | Val conf=0.498
[Epoch 0858] beta=0.001 gamma=0.001 | Train total=-0.0214 | Val total=-0.0167 | Val ctr_nll=-21.2289 | Val ctr_mse=0.027850 | Val conf=0.496
[Epoch 0859] beta=0.001 gamma=0.001 | Train total=-0.0217 | Val total=-0.0226 | Val ctr_nll=-27.0491 | Val ctr_mse=0.021437 | Val conf=0.486
[Epoch 0860] beta=0.001 gamma=0.001 | Train total=-0.0246 | Val total=-0.0229 | Val ctr_nll=-27.1977 | Val ctr_mse=0.018365 | Val conf=0.479
[Epoch 0861] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0244 | Val ctr_nll=-28.7908 | Val ctr_mse=0.016517 | Val conf=0.474
[Epoch 0862] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0259 | Val ctr_nll=-30.3801 | Val ctr_mse=0.016071 | Val conf=0.501
[Epoch 0863] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0262 | Val ctr_nll=-30.8191 | Val ctr_mse=0.016091 | Val conf=0.488
[Epoch 0864] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0256 | Val ctr_nll=-29.9823 | Val ctr_mse=0.016135 | Val conf=0.480
[Epoch 0865] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0266 | Val ctr_nll=-30.9902 | Val ctr_mse=0.015917 | Val conf=0.476
[Epoch 0866] beta=0.001 gamma=0.001 | Train total=-0.0271 | Val total=-0.0257 | Val ctr_nll=-30.4606 | Val ctr_mse=0.016355 | Val conf=0.508
[Epoch 0867] beta=0.001 gamma=0.001 | Train total=-0.0268 | Val total=-0.0277 | Val ctr_nll=-32.3641 | Val ctr_mse=0.014805 | Val conf=0.503
[Epoch 0868] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0274 | Val ctr_nll=-32.0712 | Val ctr_mse=0.015674 | Val conf=0.502
[Epoch 0869] beta=0.001 gamma=0.001 | Train total=-0.0249 | Val total=-0.0200 | Val ctr_nll=-24.4946 | Val ctr_mse=0.017507 | Val conf=0.478
[Epoch 0870] beta=0.001 gamma=0.001 | Train total=-0.0219 | Val total=-0.0242 | Val ctr_nll=-28.7131 | Val ctr_mse=0.016292 | Val conf=0.482
[Epoch 0871] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0250 | Val ctr_nll=-29.4195 | Val ctr_mse=0.016249 | Val conf=0.496
[Epoch 0872] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0252 | Val ctr_nll=-29.6479 | Val ctr_mse=0.016941 | Val conf=0.490
[Epoch 0873] beta=0.001 gamma=0.001 | Train total=-0.0258 | Val total=-0.0230 | Val ctr_nll=-27.5686 | Val ctr_mse=0.016685 | Val conf=0.499
[Epoch 0874] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0261 | Val ctr_nll=-30.5384 | Val ctr_mse=0.017081 | Val conf=0.497
[Epoch 0875] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0247 | Val ctr_nll=-29.2970 | Val ctr_mse=0.015634 | Val conf=0.487
[Epoch 0876] beta=0.001 gamma=0.001 | Train total=-0.0272 | Val total=-0.0243 | Val ctr_nll=-28.9298 | Val ctr_mse=0.015855 | Val conf=0.517
[Epoch 0877] beta=0.001 gamma=0.001 | Train total=-0.0278 | Val total=-0.0286 | Val ctr_nll=-33.2296 | Val ctr_mse=0.015283 | Val conf=0.507
[Epoch 0878] beta=0.001 gamma=0.001 | Train total=-0.0275 | Val total=-0.0263 | Val ctr_nll=-30.8163 | Val ctr_mse=0.017140 | Val conf=0.506
[Epoch 0879] beta=0.001 gamma=0.001 | Train total=-0.0251 | Val total=-0.0273 | Val ctr_nll=-31.8783 | Val ctr_mse=0.015743 | Val conf=0.494
[Epoch 0880] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0243 | Val ctr_nll=-28.8688 | Val ctr_mse=0.015434 | Val conf=0.490
[Epoch 0881] beta=0.001 gamma=0.001 | Train total=-0.0275 | Val total=-0.0236 | Val ctr_nll=-28.1525 | Val ctr_mse=0.015434 | Val conf=0.493
[Epoch 0882] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0268 | Val ctr_nll=-31.2295 | Val ctr_mse=0.016107 | Val conf=0.498
[Epoch 0883] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0251 | Val ctr_nll=-29.4896 | Val ctr_mse=0.017192 | Val conf=0.481
[Epoch 0884] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0279 | Val ctr_nll=-32.4907 | Val ctr_mse=0.015598 | Val conf=0.489
[Epoch 0885] beta=0.001 gamma=0.001 | Train total=-0.0282 | Val total=-0.0272 | Val ctr_nll=-31.7778 | Val ctr_mse=0.015175 | Val conf=0.496
[Epoch 0886] beta=0.001 gamma=0.001 | Train total=-0.0273 | Val total=-0.0286 | Val ctr_nll=-33.1538 | Val ctr_mse=0.015945 | Val conf=0.507
[Epoch 0887] beta=0.001 gamma=0.001 | Train total=-0.0282 | Val total=-0.0249 | Val ctr_nll=-29.6092 | Val ctr_mse=0.014528 | Val conf=0.506
[Epoch 0888] beta=0.001 gamma=0.001 | Train total=-0.0195 | Val total=-0.0180 | Val ctr_nll=-22.3027 | Val ctr_mse=0.019791 | Val conf=0.469
[Epoch 0889] beta=0.001 gamma=0.001 | Train total=-0.0210 | Val total=-0.0190 | Val ctr_nll=-23.4748 | Val ctr_mse=0.020930 | Val conf=0.463
[Epoch 0890] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0231 | Val ctr_nll=-27.2942 | Val ctr_mse=0.017012 | Val conf=0.464
[Epoch 0891] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0264 | Val ctr_nll=-30.6816 | Val ctr_mse=0.016027 | Val conf=0.469
[Epoch 0892] beta=0.001 gamma=0.001 | Train total=-0.0266 | Val total=-0.0273 | Val ctr_nll=-31.6734 | Val ctr_mse=0.015526 | Val conf=0.492
[Epoch 0893] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0286 | Val ctr_nll=-33.0526 | Val ctr_mse=0.016421 | Val conf=0.512
[Epoch 0894] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0290 | Val ctr_nll=-33.5020 | Val ctr_mse=0.016480 | Val conf=0.502
[Epoch 0895] beta=0.001 gamma=0.001 | Train total=-0.0286 | Val total=-0.0274 | Val ctr_nll=-31.9761 | Val ctr_mse=0.015972 | Val conf=0.489
[Epoch 0896] beta=0.001 gamma=0.001 | Train total=-0.0286 | Val total=-0.0296 | Val ctr_nll=-34.1485 | Val ctr_mse=0.015109 | Val conf=0.487
[Epoch 0897] beta=0.001 gamma=0.001 | Train total=-0.0280 | Val total=-0.0274 | Val ctr_nll=-32.1006 | Val ctr_mse=0.014455 | Val conf=0.506
[Epoch 0898] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0270 | Val ctr_nll=-31.5208 | Val ctr_mse=0.015704 | Val conf=0.502
[Epoch 0899] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0277 | Val ctr_nll=-32.2460 | Val ctr_mse=0.015687 | Val conf=0.478
[Epoch 0900] beta=0.001 gamma=0.001 | Train total=-0.0280 | Val total=-0.0265 | Val ctr_nll=-31.0336 | Val ctr_mse=0.014872 | Val conf=0.504
[Epoch 0901] beta=0.001 gamma=0.001 | Train total=-0.0273 | Val total=-0.0267 | Val ctr_nll=-31.2587 | Val ctr_mse=0.015761 | Val conf=0.486
[Epoch 0902] beta=0.001 gamma=0.001 | Train total=-0.0219 | Val total=-0.0215 | Val ctr_nll=-26.1929 | Val ctr_mse=0.016101 | Val conf=0.481
[Epoch 0903] beta=0.001 gamma=0.001 | Train total=-0.0205 | Val total=-0.0207 | Val ctr_nll=-24.8300 | Val ctr_mse=0.018170 | Val conf=0.492
[Epoch 0904] beta=0.001 gamma=0.001 | Train total=-0.0227 | Val total=-0.0238 | Val ctr_nll=-28.2045 | Val ctr_mse=0.016655 | Val conf=0.503
[Epoch 0905] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0241 | Val ctr_nll=-28.2609 | Val ctr_mse=0.017864 | Val conf=0.498
[Epoch 0906] beta=0.001 gamma=0.001 | Train total=-0.0274 | Val total=-0.0266 | Val ctr_nll=-30.9140 | Val ctr_mse=0.015554 | Val conf=0.494
[Epoch 0907] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0284 | Val ctr_nll=-32.8379 | Val ctr_mse=0.016163 | Val conf=0.496
[Epoch 0908] beta=0.001 gamma=0.001 | Train total=-0.0260 | Val total=-0.0256 | Val ctr_nll=-30.1578 | Val ctr_mse=0.015191 | Val conf=0.508
[Epoch 0909] beta=0.001 gamma=0.001 | Train total=-0.0251 | Val total=-0.0250 | Val ctr_nll=-29.5267 | Val ctr_mse=0.015371 | Val conf=0.490
[Epoch 0910] beta=0.001 gamma=0.001 | Train total=-0.0273 | Val total=-0.0278 | Val ctr_nll=-32.1427 | Val ctr_mse=0.014873 | Val conf=0.499
[Epoch 0911] beta=0.001 gamma=0.001 | Train total=-0.0287 | Val total=-0.0285 | Val ctr_nll=-33.0250 | Val ctr_mse=0.015590 | Val conf=0.498
[Epoch 0912] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0247 | Val ctr_nll=-29.0930 | Val ctr_mse=0.016271 | Val conf=0.517
